1.484323293831005243e-10,4.786371891321302012e-13,-2.712737903802271379e-09,4.571766062701209625e-09
-6.112566797571398890e-10,-8.576516062301985604e-13,8.367042247611955195e-09,-1.795345198811698191e-08
8.231306656311347669e-02,8.002268586347001389e-02,5.723226807615731243e-02,-1.089507759788926689e-06
9.063142658213384217e-02,8.840094982819267366e-02,6.579933996707586219e-02,-1.272195095003504140e-06
1.033198847958353179e-09,-7.833521961432115735e-13,6.980177421934901460e-09,3.170301296687671397e-08
1.027957206726169866e-02,8.103158879685139898e-03,1.012861887941151643e-06,-3.252606597335641461e-07
9.455646250148761101e-11,-5.381927438206886221e-13,7.679045000339873549e-09,2.954203591732773874e-09
-4.207000403988991415e-10,1.307501510146349148e-12,1.525586693950934891e-08,-1.607603783155119308e-08
-3.647064137051868175e-10,1.515711585522553577e-12,8.890497388963501761e-09,-1.388019172352126365e-08
6.360757928387051672e-11,9.762126955207284095e-13,-3.738097877447597127e-09,1.041866338124174269e-09
2.952639807622607576e-10,-1.815293903379573885e-12,-2.544479223714753696e-09,1.114869451935803274e-08
2.564477372978759161e-10,-2.236625371495770593e-12,-8.468905858225837413e-10,1.029150943985530848e-08
1.269487079939293884e-10,-2.740941065143028697e-12,8.652119359619369060e-10,6.383969241875869187e-09
9.975440599093986227e-02,9.753706533187188332e-02,7.528224576026269765e-02,-1.594754050270762059e-06
-1.616493342026250935e-09,-1.718202398725494371e-13,-3.804414062616797437e-09,-5.714266958875175794e-08
1.289850807130819565e-01,1.267881008221648786e-01,1.049049509825827897e-01,-2.307451604116419730e-06
-8.618731003081472137e-10,-1.586576201652905135e-11,1.393350443403754591e-08,-3.467856194201601057e-08
2.451005541549247310e-03,2.186239131114615616e-04,2.807365129314743081e-08,-1.275621219720242390e-08
1.313688897964151866e-10,2.049458277011958762e-11,7.024195543937829067e-09,5.894214637887626024e-09
-4.444446224965293908e-10,8.866544541516806923e-12,5.116075927955057493e-08,-9.400356970551994103e-09
1.836775006361059809e-02,1.608286010725159740e-02,1.633769872208677058e-06,1.525401351515387750e-08
9.087565891052891420e-02,8.857865071551948577e-02,6.605025603195950612e-02,-1.543782604513208945e-06
-2.497119590351603035e-10,-3.544472132540164224e-12,3.037645702878024420e-08,-3.245244179008143302e-09
-4.828451945060877069e-10,3.195522940589722019e-13,1.713687958273496336e-09,-1.749688293288242633e-08
4.112720003747986727e-12,2.503687318409776408e-12,-1.488370724413788312e-08,-2.986398204835910231e-09
2.444423304104580566e-10,4.738373692917244648e-13,-5.315929736506393940e-09,7.672923685887004161e-09
2.055246361457005939e-10,1.862515660732650058e-13,-3.134876763889063554e-09,6.650846469605711782e-09
