4.856479463055939583e+00,4.854323321740503516e+00,4.832760593786983527e+00,4.615379148585257774e+00
1.232727275188990057e-01,1.211293054302642197e-01,9.969502548099795636e-02,3.084056535248093044e-10
2.102229725680359707e+00,2.100084445130741440e+00,2.078630342453708035e+00,1.862393297273436721e+00
2.402099754070312635e-10,2.973386900071870054e-09,-7.575449663995394044e-21,-2.059541598347080754e-08
1.404143770786115830e+01,1.403929197530575124e+01,1.401783519799397304e+01,1.380326088881717617e+01
1.123151855458594461e+01,1.122938376420136386e+01,1.120804092718763556e+01,1.099500972734391446e+01
1.266807139576805596e+01,1.266594607691769880e+01,1.264469591368578705e+01,1.243251271663527113e+01
3.435944019626572477e+00,3.433817894080251065e+00,3.412554501634659232e+00,3.199913398157221867e+00
2.699302138322785538e-01,2.677925922262428537e-01,2.464162488285291941e-01,3.239116997796653852e-02
4.925621264526576355e-10,-2.357033047453535876e-09,-3.433679552495643471e-21,-8.714910398792824371e-09
8.146162341052059830e+00,8.144005486290311069e+00,8.122438496001270991e+00,7.906747272024674089e+00
1.510268499586562818e+01,1.510053028459289592e+01,1.507898104706780629e+01,1.486371791085097271e+01
2.693719345374036012e-01,2.672220680702350748e-01,2.457233492085883209e-01,3.100918245318385474e-02
4.773201677942475139e-10,5.102305515968493987e-09,-7.837212497541765596e-21,-2.230758643741556037e-08
8.531495132426767825e+00,8.529352901761930283e+00,8.507932527266142131e+00,8.293227781674296750e+00
9.974284690600626391e+00,9.972149128269986562e+00,9.950797269846027859e+00,9.736232686964706673e+00
1.607748631847249199e-01,1.586486654605906987e-01,1.373866208311479431e-01,-1.165556437161038918e-08
5.795079208500661494e+00,5.792956532104446943e+00,5.771728830302631508e+00,5.558174726524003795e+00
1.060400217585602212e+00,1.058266438363223871e+00,1.036928022461726551e+00,8.226925305697861956e-01
1.103451748990277288e-10,-1.691372447558528112e-09,-1.713607685116588391e-21,-3.854972257889492211e-09
1.992560690832662629e-01,1.970681338193118748e-01,1.751886542217566678e-01,1.966437018186008680e-09
-1.127866347496678578e-10,-3.898726165732931670e-09,1.059616507754859191e-21,4.304845700158887284e-09
3.820325964822635978e+00,3.818138805636773991e+00,3.796265233672817097e+00,3.576399869494352401e+00
3.531596999992671113e-11,-2.331637970473956995e-09,-2.873798059543962800e-21,-7.359276584505471552e-09
1.271711523560134227e-01,1.250402070419723011e-01,1.037307428340672466e-01,-1.565885776802254992e-08
7.028253776749912696e+00,7.026124471171314667e+00,7.004831437973296104e+00,6.790362433663718278e+00
1.195709805006231363e+01,1.195494146217167497e+01,1.193337958421008693e+01,1.171702551186378827e+01
